shoah-four-sisters,"{'Director': ['Claude Lanzmann'], 'Principal Cast': ['Ada Lichtman', 'Claude Lanzmann', 'Hanna Marton', 'Paula Biren', 'Ruth Elias']}"
the-39-steps,"{'Director': ['Alfred Hitchcock'], 'Principal Cast': ['Frank Cellier', 'Godfrey Tearle', 'Gus McNaughton', 'Helen Haye', 'John Laurie', 'Lucie Mannheim', 'Madeleine Carroll', 'Peggy Ashcroft', 'Robert Donat', 'Wylie Watson'], 'Cast': ['Charles Bennett', 'Ivor Barnard', 'Jerry Verno', 'Noel Birkin', 'Peggy Simpson']}"
duck-soup,"{'Director': ['Leo McCarey'], 'Principal Cast': ['Chico Marx', 'Edmund Breese', 'Groucho Marx', 'Harpo Marx', 'Leonid Kinskey', 'Louis Calhern', 'Margaret Dumont', 'Raquel Torres', 'The Marx Brothers', 'Zeppo Marx'], 'Cast': ['Charles Middleton', 'Edgar Kennedy', 'Edward Arnold', 'Sidney Bracey', 'Wade Boteler']}"
petite-maman,"{'Director': ['Céline Sciamma'], 'Principal Cast': ['Florès Cardo', 'Gabrielle Sanz', 'Guylène Péan', 'Josée Schuller', 'Joséphine Sanz', 'Margot Abascal', 'Nina Meurisse', 'Stéphane Varupenne']}"
days-of-heaven,"{'Director': ['Terrence Malick'], 'Principal Cast': ['Brooke Adams', 'Richard Gere'], 'Cast': ['Bob Wilson', 'Doug Kershaw', 'Frenchie Lemond', 'Gene Bell', 'Jackie Shultis', 'Linda Manz', 'Muriel Jolliffe', 'Richard Libertini', 'Robert J. Wilke', 'Sahbra Markus', 'Sam Shepard', 'Stuart Margolin', 'Timothy Scott']}"
toni-erdmann,"{'Director': ['Maren Ade'], 'Principal Cast': ['Peter Simonischek', 'Sandra Hüller'], 'Cast': ['Alexandru Papadopol', 'Anna Maria Bergold', 'Hadewych Minis', 'Ingrid Bisu', 'Ingrid Burkhard', 'Ioan Brancu', 'Jürg Löw', 'Lucy Russell', 'Manuela Ciucur', 'Michael Wittenborn', 'Nicolas Wackerbarth', 'Niels Bormann', 'Peter Simonischek', 'Radu Banzaru', 'Ruth Reinecke', 'Sandra Hüller', 'Thomas Loibl', 'Trystan Pütter', 'Victoria Cocias', 'Victoria Malektorovych', 'Vlad Ivanov']}"
yi-yi,"{'Director': ['Edward Yang'], 'Principal Cast': ['Nien-Jen Wu'], 'Cast': ['Adriene Lin', 'An-an Hsu', 'Chuan-cheng Tao', 'Elaine Jin', 'Hsi-Sheng Chen', 'Hsin-Yi Tseng', 'Issei Ogata', 'Jonathan Chang', 'Kelly Lee', 'Pang Chang Yu', 'Ru-Yun Tang', 'Shu-shen Hsiao', 'Shu-Yuan Hsu', 'Su-Yun Ko', 'Yiwen Chen', 'Yung-Feng Lee']}"
mccabe-mrs-miller,"{'Director': ['Robert Altman'], 'Principal Cast': ['Bert Remsen', 'Corey Fischer', 'John Schuck', 'Julie Christie', 'Keith Carradine', 'Michael Murphy', 'René Auberjonois', 'Shelley Duvall', 'Warren Beatty', 'William Devane'], 'Cast': ['Antony Holland', 'Hugh Millais', 'Jace Van Der Veen', 'Jackie Crossland', 'Manfred Schulz']}"
the-best-years-of-our-lives,"{'Director': ['William Wyler'], 'Principal Cast': [""Cathy O'Donnell"", 'Dana Andrews', 'Fredric March', 'Gladys George', 'Harold Russell', 'Hoagy Carmichael', 'Myrna Loy', 'Roman Bohnen', 'Teresa Wright', 'Virginia Mayo'], 'Cast': ['Dorothy Adams', 'Minna Gombell', 'Ray Collins', 'Steve Cochran', 'Walter Baldwin']}"
stagecoach,"{'Director': ['John Ford'], 'Principal Cast': ['Andy Devine', 'Berton Churchill', 'Claire Trevor', 'Donald Meek', 'George Bancroft', 'John Carradine', 'John Wayne', 'Louise Platt', 'Thomas Mitchell', 'Tim Holt'], 'Cast': ['Chief John Big Tree', 'Dorothy Appleby', 'Frank Baker', 'Ted Billings', 'Tom Tyler']}"
inside-llewyn-davis,"{'Director': ['Ethan Coen', 'Joel Coen'], 'Principal Cast': ['Carey Mulligan', 'Garrett Hedlund', 'John Goodman', 'Justin Timberlake', 'Oscar Isaac'], 'Cast': ['Adam Driver', 'Alex Karpovsky', 'Antonio E. Moreno', 'Bradley Mott', 'Carey Mulligan', 'Ethan Phillips', 'F. Murray Abraham', 'Frank Ridley', 'Garrett Hedlund', 'Genevieve Adams', 'Helen Hong', 'Jake Ryan', 'James Colby', 'Jeanine Serralles', 'Jerry Grayson', 'Joel Brody', 'John Goodman', 'Justin Timberlake', 'Max Casella', 'Mike Houston', 'Oscar Isaac', 'Ricardo Cordero', 'Robin Bartlett', 'Stark Sands']}"
sherpa,{'Director': ['Jennifer Peedom']}
there-will-be-blood,"{'Director': ['Paul Thomas Anderson'], 'Principal Cast': ['Daniel Day-Lewis'], 'Cast': ['Barry Del Sherman', 'Coco Leigh', 'Dillon Freasier', 'Erica Sullivan', 'Harrison Taylor', 'Jacob Stringer', 'Jim Meskimen', 'Joseph Mussey', 'Kevin Breznahan', 'Martin Stringer', 'Matthew Braden Stringer', 'Paul F. Tompkins', 'Randall Carver', 'Stockton Taylor']}"
badlands,"{'Director': ['Terrence Malick'], 'Principal Cast': ['Martin Sheen', 'Sissy Spacek'], 'Cast': ['Alan Vint', 'Ben Bravo', 'Bryan Montgomery', 'Charles Fitzpatrick', 'Dona Baldwin', 'Emilio Estevez', 'Gail Threlkeld', 'Gary Littlejohn', 'Howard Ragsdale', 'John Carter', 'John Womack Jr.', 'Ramon Bieri', 'Warren Oates']}"
the-last-picture-show,"{'Director': ['Peter Bogdanovich'], 'Principal Cast': ['Ben Johnson', 'Cloris Leachman', 'Clu Gulager', 'Cybill Shepherd', 'Eileen Brennan', 'Ellen Burstyn', 'Jeff Bridges', 'Sam Bottoms', 'Sharon Ullrick', 'Timothy Bottoms'], 'Cast': ['Barc Doyle', 'Bill Thurman', 'Jessie Lee Fulton', 'Joe Heathcock', 'Randy Quaid']}"
do-the-right-thing,"{'Director': ['Spike Lee'], 'Principal Cast': ['Danny Aiello', 'Ossie Davis', 'Ruby Dee'], 'Cast': ['Bill Nunn', 'Frankie Faison', 'Giancarlo Esposito', 'John Savage', 'John Turturro', 'Joie Lee', 'Miguel Sandoval', 'Paul Benjamin', 'Richard Edson', 'Rick Aiello', 'Robin Harris', 'Spike Lee']}"
sita-sings-the-blues,"{'Director': ['Nina Paley'], 'Cast': ['Aladdin Ullah', 'Annette Hanshaw', 'Aseem Chhabra', 'Bhavana Nagulapally', 'Debargo Sanyal', 'Deepti Gupta', 'Manish Acharya', 'Nina Paley', 'Nitya Vidyasagar', 'Pooja Kumar', 'Reena Shah', 'Sanjiv Jhaveri']}"
the-decline-of-western-civilization,"{'Director': ['Penelope Spheeris'], 'Principal Cast': ['Alice Bag', 'Alice Bag Band', 'Black Flag', 'Circle Jerks', 'Claude Bessy', 'Darby Crash', 'Dinah Cancer', 'Don Bolles', 'Exene Cervenka', 'Philo Cramer'], 'Cast': ['Bill Gazzarri', 'Fear', 'Frank Gargani', 'John Doe', 'Lorna Doom']}"
rio-bravo,"{'Director': ['Howard Hawks'], 'Principal Cast': ['Angie Dickinson', 'Claude Akins', 'Dean Martin', 'Estelita Rodriguez', 'John Russell', 'John Wayne', 'Pedro Gonzalez Gonzalez', 'Ricky Nelson', 'Walter Brennan', 'Ward Bond'], 'Cast': ['Frank Balderrama', 'Fred Aldrich', 'Harry Carey Jr.', 'Malcolm Atterbury', 'Sheb Wooley']}"
brothers-keeper,"{'Director': ['Bruce Sinofsky', 'Joe Berlinger'], 'Principal Cast': ['Dave Goff', 'Delbert Ward', 'Harry Thurston', 'John Teeple', 'Joseph F. Loszynski', 'Ken Elmer', 'Lyman Ward', 'Ralph A. Cognetti', 'Roscoe Ward', 'Walt Geisler'], 'Cast': ['Connie Chung', 'Donald F. Cerio', 'John W. Graham', 'Maynard A. Cosnett', 'Robert J. Killough']}"
crumb,"{'Director': ['Terry Zwigoff'], 'Principal Cast': ['Robert Crumb'], 'Cast': ['Aline Kominsky', 'Beatrice Crumb', 'Bill Griffith', 'Charles Crumb', 'Dana Morgan', 'Deirdre English', 'Don Donahue', 'Kathy Goodell', 'Martin Müller', 'Maxon Crumb', 'Peggy Orenstein', 'Robert Hughes', 'Spain Rodriguez', 'Trina Robbins']}"
spotlight,"{'Director': ['Thomas McCarthy'], 'Principal Cast': ['John Slattery', 'Liev Schreiber', 'Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Stanley Tucci'], 'Cast': ['Billy Crudup', ""Brian d'Arcy James"", 'Christopher Gallagher', 'Dallas Peplow', 'Doug Murray', 'Duane Murray', 'Elena Juatco', 'Elena Wohl', 'Faith Fay', 'Gary Galone', 'Gene Amoroso', 'Jamey Sheridan', 'John Slattery', 'Lana Antonova', 'Len Cariou', 'Liev Schreiber', 'London Hall', 'Mark Ruffalo', 'Michael Cyril Creighton', 'Michael Keaton', 'Neal Huff', 'Paul Guilfoyle', 'Rachel McAdams', 'Rob deLeeuw', 'Robert B. Kennedy', 'Sharon McFarlane', 'Shawn Contois', 'Stanley Tucci', 'Stefanie Drummond', 'Zarrin Darnell-Martin']}"
the-band-wagon,"{'Director': ['Vincente Minnelli'], 'Principal Cast': ['Cyd Charisse', 'Fred Aldrich', 'Fred Astaire', 'India Adams', 'Jack Buchanan', 'James Mitchell', 'Nanette Fabray', 'Oscar Levant', 'Richard Alexander', 'Robert Gist'], 'Cast': ['Barbara Bailey', 'Brandon Beach', 'Ernest Anderson', 'Lysa Baugher', 'Patsy Bangs']}"
one-more-time-with-feeling,"{'Director': ['Andrew Dominik'], 'Cast': ['Nick Cave', 'Nick Cave & the Bad Seeds', 'Nick Cave & The Bad Seeds', 'Warren Ellis']}"
the-diving-bell-and-the-butterfly,"{'Director': ['Julian Schnabel'], 'Principal Cast': ['Emmanuelle Seigner', 'Marie-Josée Croze', 'Mathieu Amalric'], 'Cast': ['Anne Consigny', 'Fiorella Campanella', 'Gérard Watkins', 'Isaach De Bankolé', 'Jean-Pierre Cassel', 'Marina Hands', 'Max von Sydow', 'Niels Arestrup', 'Olatz López Garmendia', 'Patrick Chesnais', 'Talina Boyaci', 'Théo Sampaio']}"
invasion-of-the-body-snatchers-1956,"{'Director': ['Don Siegel'], 'Principal Cast': ['Carolyn Jones', 'Dana Wynter', 'Jean Willes', 'Kenneth Patterson', 'Kevin McCarthy', 'King Donovan', 'Larry Gates', 'Ralph Dumke', 'Tom Fadden', 'Virginia Christine'], 'Cast': ['Beatrice Maude', 'Bobby Clark', 'Eileen Stevens', 'Guy Way', 'Jean Andren']}"
the-class,"{'Director': ['Laurent Cantet'], 'Principal Cast': ['François Bégaudeau'], 'Cast': ['Agame Malembo-Emene', 'Angélica Sancio', 'Arthur Fogel', 'Boubacar Toure', 'Burak Özyilmaz', 'Carl Nanor', 'Cherif Bounaïdja Rachedi', 'Dalla Doucoure', 'Damien Gomes', 'Esmeralda Ouertani', 'Eva Paradiso', 'Henriette Kasaruhanda', 'Juliette Demaille', 'Justine Wu']}"
platoon,"{'Director': ['Oliver Stone'], 'Principal Cast': ['Tom Berenger', 'Willem Dafoe'], 'Cast': ['Bob Orwig', 'Chris Pedersen', 'Corey Glover', 'Corkey Ford', 'David Neidorf', 'Forest Whitaker', 'Francesco Quinn', 'John C. McGinley', 'Johnny Depp', 'Keith David', 'Kevin Dillon', 'Mark Moses', 'Reggie Johnson']}"
35-shots-of-rum,"{'Director': ['Claire Denis'], 'Cast': ['Adèle Ado', 'Alex Descas', 'Cheikh Toure', 'David Saada', 'Djédjé Apali', 'Eriq Ebouaney', 'Grégoire Colin', 'Ingrid Caven', 'Jean-Christophe Folly', 'Julieth Mars Toussaint', 'Mario Canonge', 'Mary Pie', 'Mati Diop', 'Nicole Dogue', 'Stéphane Pocrain']}"
apocalypse-now-final-cut,{'Director': ['Francis Ford Coppola']}
chinatown,"{'Director': ['Roman Polanski'], 'Principal Cast': ['Faye Dunaway', 'Jack Nicholson', 'John Huston'], 'Cast': ['Bruce Glover', 'Darrell Zwerling', 'Diane Ladd', 'James Hong', ""James O'Rear"", 'Joe Mantell', 'John Hillerman', 'Nandu Hinds', 'Perry Lopez', 'Richard Bakalyan', 'Roman Polanski', 'Roy Jenson']}"
the-florida-project,"{'Director': ['Sean Baker'], 'Principal Cast': ['Aiden Malik', 'Bria Vinaite', 'Brooklynn Prince', 'Caleb Landry Jones', 'Christopher Rivera', 'Edward Pagan', 'Jasineia Ramos', 'Jason Blackwater', 'Josie Olivo', 'Karren Karagulian', 'Macon Blair', 'Patti Wiley', 'Sandy Kane', 'Valeria Cotto', 'Willem Dafoe'], 'Cast': ['Bria Vinaite', 'Bronwyn Valley', 'Brooklynn Prince', 'Caleb Landry Jones', 'Carl Bradfield', 'Christopher Rivera', 'Gary B. Gross', 'Jason Blackwater', 'Jim Coleman', 'Jim R. Coleman', 'Karren Karagulian', 'Kelly Fitzgerald', 'Krystal Nicole Watts', 'Macon Blair', 'Mela Murder', 'Rosa Medina Perez', 'Sabina Friedman-Seitz', 'Sandy Kane', 'Valeria Cotto', 'Willem Dafoe']}"
timbuktu,"{'Director': ['Abderrahmane Sissako'], 'Principal Cast': ['Abel Jafri', 'Ibrahim Ahmed', 'Layla Walet Mohamed', 'Mehdi A.G. Mohamed', 'Toulou Kiki'], 'Cast': ['Abel Jafri', 'Adel Mahmoud Cherif', 'Cheik A.G. Emakni', 'Fatoumata Diawara', 'Hichem Yacoubi', 'Ibrahim Ahmed', 'Kettly Noël', 'Layla Walet Mohamed', 'Mamby Kamissoko', 'Mehdi A.G. Mohamed', 'Pino Desperado', 'Salem Dendou', 'Toulou Kiki', 'Weli Cleib', 'Yoro Diakité', 'Zikra Oualet Moussa']}"
frenzy,"{'Director': ['Alfred Hitchcock'], 'Principal Cast': ['Alec McCowen', 'Anna Massey', 'Barbara Leigh-Hunt', 'Barry Foster', 'Bernard Cribbins', 'Billie Whitelaw', 'Clive Swift', 'Jon Finch', 'Michael Bates', 'Vivien Merchant'], 'Cast': ['Elsie Randolph', 'Gerald Sim', 'Jean Marsh', 'John Boxer', 'Madge Ryan']}"
brief-encounter,"{'Director': ['David Lean'], 'Principal Cast': ['Alfie Bass', 'Celia Johnson', 'Cyril Raymond', 'Everley Gregg', 'Joyce Carey', 'Margaret Barton', 'Marjorie Mars', 'Stanley Holloway', 'Trevor Howard', 'Wilfred Babbage'], 'Cast': ['Noel Coward', 'Nuna Davey', 'Sydney Bromley', 'Valentine Dyall', 'Wallace Bosco']}"
cool-hand-luke,"{'Director': ['Stuart Rosenberg'], 'Principal Cast': ['Clifton James', 'George Kennedy', 'J.D. Cannon', 'Jo Van Fleet', 'Lou Antonio', 'Luke Askew', 'Morgan Woodward', 'Paul Newman', 'Robert Drivas', 'Strother Martin'], 'Cast': ['Dennis Hopper', 'Marc Cavell', 'Richard Davalos', 'Robert Donner', 'Warren Finnerty']}"
little-women-1933,"{'Director': ['George Cukor'], 'Principal Cast': ['Douglass Montgomery', 'Edna May Oliver', 'Frances Dee', 'Henry Stephenson', 'Jean Parker', 'Joan Bennett', 'John Lodge', 'Katharine Hepburn', 'Paul Lukas', 'Spring Byington'], 'Cast': ['Harry Beresford', 'Mabel Colcord', 'Marion Ballou', 'Nydia Westman', 'Samuel S. Hinds']}"
maborosi,"{'Director': ['Hirokazu Koreeda'], 'Cast': ['Akira Emoto', 'Gohki Kashiyama', 'Hidekazu Akai', 'Hiromi Ichida', 'Kikuko Hashimoto', 'Makiko Esumi', 'Midori Kiuchi', 'Minori Terada', 'Mutsuko Sakura', 'Naomi Watanabe', 'Ren Ôsugi', 'Shuichi Harada', 'Tadanobu Asano', 'Takashi Inoue', 'Takashi Naitô']}"
top-hat,"{'Director': ['Mark Sandrich'], 'Principal Cast': ['Edward Everett Horton', 'Eric Blore', 'Erik Rhodes', 'Fred Astaire', 'Ginger Rogers', 'Helen Broderick', 'Lucille Ball', 'Robert Adair', 'Tito Blasco', 'Tom Brandon'], 'Cast': ['Gino Corrado', 'Lorinne Crawford', 'Phyllis Coghlan', 'Roy Brent', 'Tom Costello']}"
apocalypse-now-redux,"{'Director': ['Francis Ford Coppola'], 'Principal Cast': ['Marlon Brando', 'Martin Sheen'], 'Cast': ['Albert Hall', 'Bo Byers', 'Dennis Hopper', 'Frederic Forrest', 'G.D. Spradlin', 'Harrison Ford', 'James Keane', 'Jerry Ziesmer', 'Kerry Rossall', 'Laurence Fishburne', 'Robert Duvall', 'Sam Bottoms', 'Scott Glenn']}"
annie-hall,"{'Director': ['Woody Allen'], 'Principal Cast': ['Diane Keaton', 'Woody Allen'], 'Cast': ['Carol Kane', 'Christopher Walken', 'Colleen Dewhurst', 'Donald Symington', 'Helen Ludlam', 'Janet Margolin', 'Joan Neuman', 'Jonathan Munk', 'Mordecai Lawner', 'Paul Simon', 'Ruth Volner', 'Shelley Duvall', 'Tony Roberts']}"
the-lord-of-the-rings-the-fellowship-of-the-ring,"{'Director': ['Peter Jackson'], 'Principal Cast': ['Andy Serkis', 'Elijah Wood'], 'Cast': ['Alan Howard', 'Billy Boyd', 'Cate Blanchett', 'Christopher Lee', 'Ian Holm', 'Ian McKellen', 'Lawrence Makoare', 'Mark Ferguson', 'Marton Csokas', 'Megan Edwards', 'Michael Elsworth', 'Noel Appleby', 'Orlando Bloom', 'Sala Baker', 'Sean Astin', 'Sean Bean']}"
quiz-show,"{'Director': ['Robert Redford'], 'Principal Cast': ['John Turturro', 'Ralph Fiennes'], 'Cast': ['Allan Rich', 'Christopher McDonald', 'David Paymer', 'Elizabeth Wilson', 'George Martin', 'Griffin Dunne', 'Hank Azaria', 'Johann Carlo', 'Michael Mantell', 'Mira Sorvino', 'Paul Guilfoyle', 'Paul Scofield', 'Rob Morrow']}"
leviathan-2014,"{'Director': ['Andrei Zvyagintsev'], 'Principal Cast': ['Aleksey Serebryakov', 'Roman Madyanov', 'Vladimir Vdovichenkov', 'Yelena Lyadova'], 'Cast': ['Aleksey Pavlov', 'Aleksey Rozin', 'Aleksey Serebryakov', 'Alim Bidnenko', 'Alla Emintseva', 'Andrey Belozerov', 'Anna Ukolova', 'Dmitriy Bykovskiy-Romashov', 'Elena Lyadova', 'Evgeniy Yakunin', 'Igor Litovkin', 'Igor Savochkin', 'Igor Sergeev', 'Irina Graba', 'Irina Ryndina', 'Irina Vilkova', 'Kristina Pakarina', 'Lesya Kudryashova', 'Natasha Garustovich', 'Olga Lapshina', 'Platon Kamenev', 'Roman Madyanov', 'Sergei Borisov', 'Sergey Bachurskiy', 'Sergey Pokhodaev', 'Valeriy Grishko', 'Vladimir Lupanov', 'Vladimir Vdovichenkov', 'Vyacheslav Gonchar', 'Yelena Lyadova']}"
werckmeister-harmonies,"{'Director': ['Ágnes Hranitzky', 'Béla Tarr'], 'Principal Cast': ['Lars Rudolph', 'Peter Fitz'], 'Cast': ['Alfréd Járai', 'Djoko Rosic', 'Enikö Börcsök', 'Éva Almássy Albert', 'Ferenc Kállai', 'György Barkó', 'Hanna Schygulla', 'Irén Szajki', 'János Derzsi', 'Lajos Dobák', 'Mihály Kormos', 'Putyi Horváth', 'Tamás Wichmann']}"
toy-story-3,"{'Director': ['Lee Unkrich'], 'Principal Cast': ['Tim Allen', 'Tom Hanks'], 'Cast': ['Blake Clark', 'Don Rickles', 'Emily Hahn', 'Estelle Harris', 'Joan Cusack', 'Jodi Benson', 'John Morris', 'John Ratzenberger', 'Laurie Metcalf', 'Michael Keaton', 'Ned Beatty', 'Teddy Newton', 'Wallace Shawn']}"
this-is-spinal-tap,"{'Director': ['Rob Reiner'], 'Principal Cast': ['Chazz Dominguez', 'Christopher Guest', 'David Kaff', 'Harry Shearer', 'Kimberly Stringer', 'Michael McKean', 'R.J. Parnell', 'Rob Reiner', 'Shari Hall', 'Tony Hendra'], 'Cast': ['Bruno Kirby', 'Chazz Dominguez', 'Danny Kortchmar', 'David Kaff', 'Ed Begley Jr.', 'Harry Shearer', 'Jean Cromie', 'Kimberly Stringer', 'Patrick Maher', 'R.J. Parnell', 'Shari Hall', 'Tony Hendra']}"
the-look-of-silence,{'Director': ['Joshua Oppenheimer']}
tower,"{'Director': ['Keith Maitland'], 'Cast': ['Aldo Ordoñez', 'Blair Jackson', 'Chris Doubek', 'Cole Bee Wilson', 'Cole Bresnehen', 'Jeremy Brown', 'John Fitch', 'Josephine McAdam', 'Karen Davidson', 'Louie Arnette', 'Monty Muir', 'Reece Everett Ryan', 'Séamus Bolivar-Ochoa', 'Timothy Lucas', 'Vicky Illk', 'Violett Beane']}"
the-rider,"{'Director': ['Chloé Zhao'], 'Principal Cast': ['Brady Jandreau', 'Cat Clifford', 'Derrick Janis', 'Greg Barber', 'James Calhoon', 'Lane Scott', 'Lilly Jandreau', 'Tanner Langdeau', 'Terri Dawn Pourier', 'Tim Jandreau'], 'Cast': ['Alan Reddy', 'Allen Reddy', 'Brady Jandreau', 'Cat Clifford', 'Derrick Janis', 'James Calhoon', 'Jordon Slick Phelps', 'Kevin Hunter', 'Lane Scott', 'Leroy Pourier', 'Lilly Jandreau', 'Marshal Byrne', 'Steven DeWolfe', 'Tanner Langdeau', 'Terri Dawn Pourier', 'Tim Jandreau']}"
moolaade,"{'Director': ['Ousmane Sembene'], 'Cast': ['Aminata Dao', 'Bakaramoto Sanogo', 'Balla Habib Dembélé', 'Cheick Oumar Maiga', 'Dominique Zeïda', 'Fatoumata Coulibaly', 'Gustave Sorgho', 'Joseph Traoré', 'Mah Compaoré', 'Maimouna Hélène Diarra', 'Modibo Sangaré', 'Ousmane Konaté', 'Rasmane Ouedraogo', 'Salimata Traoré', 'Théophile Sowié']}"
atanarjuat-the-fast-runner,"{'Director': ['Zacharias Kunuk'], 'Principal Cast': ['Natar Ungalaaq', 'Sylvia Ivalu'], 'Cast': ['Abraham Ulayuruluk', 'Alex Uttak', 'Apayata Kotierk', 'Eric Nutarariaq', 'Eugene Ipkarnak', 'Lucy Tulugarjuk', 'Luke Taqqaugaq', 'Madeline Ivalu', 'Mary Qulitalik', 'Neeve Irngaut', 'Pakak Innuksuk', 'Pauloosie Qulitalik', 'Peter-Henry Arnatsiaq']}"
time-2020,"{'Director': ['Garrett Bradley'], 'Principal Cast': ['Fox Rich']}"
gavagai,"{'Director': ['Rob Tregenza'], 'Principal Cast': ['Amel Ibisevic', 'Andreas Lust', 'Anni-Kristiina Juuso', 'Ask Aygin Gaup', 'Edith Søli', 'Einar Andreas Søli', 'Essra Berge', 'Halvor Sandnes', 'Hellek Sandnes', 'Ina Nena Schick', 'Joakim Nango', 'Jostein A.B. Sandvik', 'Karin Mustvedt-Plüs', 'Kim Robin Svartdal', 'Marie Helga Helgetveit', 'Marja Susanne Sipelä Solvang', 'Mikkel Gaup', 'Miriam Berge', 'Mona Eiris', 'Rune Samuelsen', 'Susan S. Solvang', 'Thomas Tufte', 'Tore Dale'], 'Cast': ['Amel Ibisevic', 'Ask Aygin Gaup', 'Edith Søli', 'Einar Andreas Søli', 'Essra Berge', 'Halvor Sandnes', 'Hellek Sandnes', 'Ina Nena Schick', 'Joakim Nango', 'Jostein A.B. Sandvik', 'Karin Mustvedt-Plüs', 'Kim Robin Svartdal', 'Marie Helga Helgetveit', 'Marja Susanne Sipelä Solvang', 'Miriam Berge', 'Mona Eiris', 'Rune Samuelsen', 'Susan S. Solvang', 'Thomas Tufte', 'Tore Dale']}"
the-man-who-would-be-king,"{'Director': ['John Huston'], 'Principal Cast': ['Albert Moses', 'Christopher Plummer', 'Doghmi Larbi', 'Jack May', 'Karroom Ben Bouih', 'Michael Caine', 'Mohammad Shamsi', 'Paul Antrim', 'Saeed Jaffrey', 'Sean Connery'], 'Cast': ['Graham Acres', 'Nadia Atbib', 'Shakira Caine', 'The Blue Dancers of Goulamine', 'Yvonne Ocampo']}"
the-killing,"{'Director': ['Stanley Kubrick'], 'Principal Cast': ['Coleen Gray', 'Elisha Cook Jr.', 'James Edwards', 'Jay C. Flippen', 'Joe Sawyer', 'Marie Windsor', 'Sterling Hayden', 'Ted de Corsia', 'Timothy Carey', 'Vince Edwards'], 'Cast': ['Dorothy Adams', 'Herbert Ellis', 'Jay Adler', 'Kola Kwariani', 'Tito Vuolo']}"
swing-time,"{'Director': ['George Stevens'], 'Principal Cast': ['Betty Furness', 'Eric Blore', 'Fred Astaire', 'Georges Metaxa', 'Ginger Rogers', 'Harry Bernard', 'Harry Bowen', 'Helen Broderick', 'Victor Moore', 'William Bailey'], 'Cast': ['Bill Brande', 'Jack Chefe', 'Martin Cichy', 'Ralph Brooks', 'Ralph Byrd']}"
breaking-away,"{'Director': ['Peter Yates'], 'Principal Cast': ['Dennis Christopher', 'Dennis Quaid'], 'Cast': ['Amy Wright', 'Barbara Barrie', 'Daniel Stern', 'David K. Blase', 'Hart Bochner', 'Jackie Earle Haley', 'Jennifer K. Mickel', 'John Ashton', 'Lisa Shure', 'P.J. Soles', 'Paul Dooley', 'Peter Maloney', 'Robyn Douglass']}"
the-souvenir,"{'Director': ['Joanna Hogg'], 'Principal Cast': ['Alice McMillan', 'Chyna Terrelonge-Vaughan', 'Fabrizio Matteini', 'Frankie Wilson', 'Hannah Ashby Ward', 'Honor Swinton-Byrne', 'Jack McMullen', 'Jake Phillips Head', 'James Spencer Ashworth', 'Janet Etuk', 'Jaygann Ayeh', 'Neil Young', 'Richard Ayoade', 'Tilda Swinton', 'Tom Burke', 'Tosin Cole'], 'Cast': ['Alice McMillan', 'Barbara Peirson', 'Chyna Terrelonge-Vaughan', 'Crispin Buxton', 'Dick Fontaine', 'Fabrizio Matteini', 'Hannah Ashby Ward', 'Jack W. Gregory', 'Jake Phillips Head', 'James Barrett', 'James Dodds', 'James Spencer Ashworth', 'Janet Etuk', 'Jaz Dalrymple', 'Leonardo Bozzo', 'Richard Tree', 'Steve Gough']}"
after-life,"{'Director': ['Hirokazu Koreeda'], 'Cast': ['Arata', 'Erika Oda', 'Hisako Hara', 'Kazuko Shirakawa', 'Kei Tani', 'Kôtarô Shiga', 'Kyôko Kagawa', 'Natsuo Ishidô', 'Sadao Abe', 'Sayaka Yoshino', 'Susumu Terajima', 'Takashi Naitô', 'Taketoshi Naitô', 'Tôru Yuri', 'Yûsuke Iseya']}"
son-of-saul,"{'Director': ['László Nemes'], 'Principal Cast': ['Géza Röhrig', 'Levente Molnár', 'Todd Charmont', 'Urs Rechn'], 'Cast': ['Amitai Kedar', 'Attila Fritz', 'Balázs Farkas', 'Björn Freiberg', 'Christian Harting', 'Eszter Csépai', 'Gergö Farkas', 'Géza Röhrig', 'Jerzy Walczak', 'Juli Jakab', 'Kamil Dobrowolski', 'Levente Molnár', 'Levente Orbán', 'Marcin Czarnik', 'Mendy Cahan', 'Mihály Kormos', 'Sándor Zsótér', 'Todd Charmont', 'Urs Rechn', 'Uwe Lauer']}"
love-affair-1939,"{'Director': ['Leo McCarey'], 'Principal Cast': ['Astrid Allwyn', 'Charles Boyer', 'Ferike Boros', 'Irene Dunne', 'Lee Bowman', 'Maria Ouspenskaya', 'Mary Bovard', 'Maurice Moscovitch', 'Scotty Beckett', 'Tom Dugan'], 'Cast': ['Bess Flowers', 'Carol Hughes', 'Dell Henderson', 'Joe Gilbert', 'Leyland Hodgson']}"
frankenstein,"{'Director': ['James Whale'], 'Principal Cast': ['Boris Karloff', 'Colin Clive', 'Dwight Frye', 'Edward Van Sloan', 'Frederick Kerr', 'John Boles', 'Lionel Belmore', 'Mae Clarke', 'Marilyn Harris', 'Ted Billings'], 'Cast': ['Arletta Duncan', 'Francis Ford', 'Jack Curtis', 'Mae Bruce', 'William Dyer']}"
